@relation auml_eml_1_d

@attribute F4_plsa_topic_1 numeric
@attribute F4_plsa_topic_2 numeric
@attribute F4_plsa_topic_3 numeric
@attribute F4_plsa_topic_4 numeric
@attribute F4_plsa_topic_5 numeric
@attribute F4_plsa_topic_6 numeric
@attribute F4_plsa_topic_7 numeric
@attribute F4_plsa_topic_8 numeric
@attribute F4_plsa_topic_9 numeric
@attribute F4_plsa_topic_10 numeric
@attribute class numeric

@data
0.08571,0.207371,0.074535,0.131657,0.065764,0.037412,0.090072,0.140819,0.0629,0.103761,0
0.45978,0.050925,0.165075,0.019927,0.076896,0.022272,0.020491,0.115246,0.031242,0.038147,0
0.045905,0.266219,0.054304,0.219265,0.063873,0.061106,0.085627,0.060926,0.102976,0.0398,0
0.196275,0.056274,0.040833,0.088553,0.034267,0.014741,0.218953,0.284158,0.025867,0.040078,0
0.171539,0.206339,0.064649,0.124549,0.19941,0.063048,0.042759,0.056055,0.060788,0.010863,0
0.04849,0.115534,0.073505,0.284796,0.127208,0.061498,0.032023,0.159426,0.044186,0.053334,0
0.162446,0.021889,0.04915,0.254907,0.103054,0.041059,0.066863,0.216792,0.055814,0.028027,0
0.039661,0.187907,0.011891,0.074882,0.141571,0.035763,0.090367,0.114236,0.03295,0.270774,0
0.25586,0.181024,0.030554,0.064863,0.034295,0.050484,0.107629,0.222343,0.026925,0.026023,0
0.065647,0.270043,0.061629,0.154007,0.096822,0.065169,0.078747,0.06889,0.069107,0.06994,0
0.462889,0.098526,0.017244,0.049899,0.049719,0.049891,0.061249,0.120971,0.072663,0.016949,0
0.016059,0.281173,0.06073,0.038698,0.449885,0.05036,0.030183,0.031964,0.02706,0.013889,0
0.003053,0.020724,0.060794,0.010913,0.08158,0.74132,0.014366,0.009577,0.023321,0.034351,0
0.055524,0.016117,0.018409,0.003947,0.00044,0,0.007653,0.026441,0.00397,0.8675,0
0.192796,0.195714,0.067521,0.186407,0.050809,0.027343,0.063918,0.076055,0.101357,0.038081,0
0.097062,0.196822,0.040276,0.125323,0.025522,0.01789,0.324063,0.101899,0.060715,0.010428,0
0.814629,0.045557,0.007387,0.035962,0.009631,0.009616,0.019661,0.034933,0.015414,0.007211,0
0.047529,0.141719,0.064016,0.27634,0.048554,0.113163,0.091941,0.056407,0.088583,0.071747,0
0.057204,0.308646,0.035602,0.137426,0.103804,0.090354,0.06297,0.076415,0.079803,0.047776,0
0.035457,0.534073,0.158557,0.053743,0.036978,0.025248,0.020649,0.036114,0.061173,0.038008,0
0.009053,0.050535,0.222802,0.066726,0.068499,0.080447,0.164054,0.115781,0.177422,0.04468,0
0.087146,0.190735,0.098105,0.11527,0.0815,0.028009,0.1741,0.135634,0.034566,0.054936,0
0.054754,0.328877,0.096875,0.189722,0.007549,0.031815,0.103582,0.044322,0.04716,0.095343,0
0.053983,0.184855,0.058151,0.214664,0.038479,0.160058,0.066962,0.112738,0.081874,0.028236,0
0.136838,0.207966,0.05437,0.093216,0.029858,0.055125,0.184438,0.073034,0.145035,0.020121,0
0.087704,0.184317,0.085575,0.094699,0.041644,0.058458,0.24532,0.153061,0.021594,0.027628,0
0.006654,0.015865,0.048909,0.02743,0.30362,0.200013,0.26722,0.042612,0.063715,0.02396,0
0.0895,0.33817,0.063633,0.116964,0.022037,0.034513,0.057747,0.174578,0.092352,0.010506,0
0.134597,0.205416,0.056962,0.126966,0.050142,0.084756,0.057579,0.126318,0.025345,0.131919,0
0.147207,0.25403,0.032156,0.108984,0.038414,0.093619,0.059959,0.094955,0.129456,0.041221,0
0.646328,0.156465,0.006027,0.020251,0.059686,0.021836,0.013594,0.055388,0.008151,0.012273,0
0.019822,0.047761,0.087261,0.03094,0.032648,0.0675,0.035244,0.041525,0.090234,0.547065,0
0.054483,0.066492,0.087624,0.068017,0.065303,0.047022,0.141938,0.387714,0.02712,0.054287,0
0.034475,0.151967,0.049563,0.169694,0.331085,0.038016,0.058867,0.063138,0.068342,0.034853,0
0.318826,0.077706,0.015388,0.04527,0.088166,0.017147,0.077566,0.253088,0.029925,0.076917,0
0.148647,0.504007,0.17797,0.021431,0.015553,0.018261,0.021088,0.021257,0.057713,0.014072,0
0.164114,0.248196,0.045021,0.073136,0.223094,0.034638,0.06347,0.041408,0.046414,0.06051,0
0.164783,0.188729,0.024396,0.103642,0.108363,0.042346,0.062897,0.175309,0.079051,0.050483,0
0.574641,0.007941,0.010445,0.006442,0.101801,0.0271,0.001572,0.234666,0.014125,0.021268,0
0.539635,0.154419,0.01875,0.035925,0.024665,0.023268,0.02846,0.116146,0.047352,0.01138,0
0.032917,0.046571,0.08206,0.060682,0.048002,0.022133,0.436361,0.207501,0.037005,0.026768,0
0.016315,0.071255,0.090154,0.161055,0.07148,0.274602,0.082236,0.048307,0.08154,0.103057,0
0.381628,0.251133,0.027534,0.064733,0.032234,0.025135,0.021285,0.125307,0.051915,0.019096,0
0.05749,0.540174,0.044062,0.113824,0.02644,0.034309,0.042379,0.052633,0.063658,0.025031,0
0.022754,0.083524,0.260613,0.181787,0.156434,0.011303,0.053308,0.097924,0.129458,0.002895,0
0.014124,0.444204,0.01754,0.091189,0.050916,0.035879,0.09441,0.048199,0.175254,0.028284,0
0.095313,0.238538,0.043651,0.194763,0.02368,0.077257,0.067896,0.138531,0.062846,0.057525,0
0.047529,0.140368,0.032434,0.118393,0.052799,0.45018,0.035762,0.044853,0.045795,0.031887,0
0.046953,0.285812,0.075436,0.155378,0.045379,0.037161,0.117657,0.092203,0.096279,0.047744,0
0.039349,0.060901,0.289286,0.097685,0.052065,0.113171,0.070626,0.101004,0.094407,0.081504,0
0.036396,0.245041,0.064118,0.166857,0.077264,0.060089,0.101549,0.083909,0.101856,0.062922,0
0.160533,0.133666,0.105945,0.143818,0.102013,0.049134,0.096441,0.101643,0.058272,0.048535,0
0.015763,0.054969,0.144345,0.064412,0.093842,0.05148,0.095825,0.038927,0.082314,0.358123,0
0.118559,0.188118,0.234146,0.093042,0.034755,0.043304,0.049631,0.081117,0.120548,0.036781,0
0.026026,0.094673,0.111798,0.07021,0.036439,0.025446,0.105133,0.040273,0.037547,0.452454,0
0.032614,0.226537,0.090958,0.132519,0.080187,0.056717,0.126552,0.092623,0.09997,0.061323,0
0.089831,0.263948,0.01289,0.095961,0.210171,0.014324,0.086668,0.132107,0.045466,0.048633,0
0.074606,0.331525,0.034884,0.151133,0.045371,0.052304,0.071575,0.146062,0.067031,0.025508,0
0.084047,0.286544,0.079211,0.172786,0.052294,0.043138,0.068463,0.111001,0.087664,0.014853,0
0.051221,0.547667,0.04561,0.112821,0.026754,0.036648,0.04289,0.051399,0.059169,0.025821,0
0.113932,0.256194,0.010267,0.129198,0.066865,0.008105,0.048733,0.260801,0.024536,0.081367,0
0.101925,0.257947,0.052116,0.104496,0.018195,0.030955,0.073078,0.297609,0.03598,0.027699,0
0.118,0.205111,0.107238,0.202404,0.033885,0.036352,0.088054,0.08451,0.067533,0.056914,0
0.047102,0.364568,0.055071,0.116731,0.039914,0.043004,0.194759,0.060984,0.048767,0.029101,0
0.069664,0.028939,0.153332,0.060393,0.052165,0.057198,0.134365,0.404253,0.024263,0.015429,0
0,0.074967,0.261058,0.020733,0.348506,0.101049,0.062471,0.044817,0.060128,0.026272,0
0.077085,0.055731,0.142526,0.07137,0.066734,0.050249,0.095802,0.345912,0.037206,0.057386,0
0.040609,0.248338,0.056663,0.218975,0.102516,0.075841,0.087651,0.071435,0.074238,0.023734,0
0.402932,0.172452,0.057902,0.067983,0.051579,0.018179,0.058171,0.120113,0.036083,0.014604,0
0.184837,0.143553,0.02408,0.126749,0.015623,0.03028,0.089041,0.092389,0.173964,0.119483,0
0.181413,0.164048,0.078191,0.304121,0.038653,0.011292,0.043875,0.117497,0.023616,0.037294,0
0.031253,0.171797,0.051541,0.129768,0.04718,0.043601,0.353918,0.067177,0.076102,0.027664,0
0.015789,0.068217,0.136542,0.060843,0.095868,0.051652,0.034747,0.049342,0.104359,0.38264,0
0.071656,0.44175,0.022987,0.090598,0.048351,0.043525,0.076123,0.071792,0.107433,0.025784,0
0.377798,0.048895,0.016338,0.056554,0.100329,0.021629,0.040392,0.272937,0.038218,0.02691,0
0.039909,0.33392,0.05292,0.121431,0.035579,0.048487,0.12286,0.098169,0.108638,0.038087,0
0.067695,0.177122,0.075368,0.165423,0.057142,0.102888,0.094197,0.115222,0.106186,0.038758,0
0.033413,0.251453,0.084265,0.162512,0.064237,0.059901,0.120241,0.071986,0.102183,0.04981,0
0.135351,0.077587,0.080824,0.071199,0.030309,0.07309,0.097656,0.206686,0.199925,0.027373,0
0.056828,0.243099,0.057168,0.085897,0.056182,0.066577,0.110665,0.092726,0.199105,0.031753,0
0.047227,0.348075,0.046518,0.146441,0.159512,0.049502,0.040303,0.041212,0.092383,0.028828,0
0.069842,0.219814,0.07825,0.219141,0.059995,0.034186,0.061799,0.100427,0.095113,0.061433,0
0.064363,0.251256,0.058569,0.195441,0.063742,0.063646,0.080339,0.119981,0.066014,0.03665,0
0.026514,0.246069,0.042334,0.148854,0.139197,0.034252,0.061284,0.1798,0.088258,0.033437,0
0.037635,0.219405,0.082635,0.113507,0.074963,0.107346,0.077545,0.06465,0.175198,0.047117,0
0.088096,0.295849,0.054488,0.117433,0.04652,0.027035,0.036296,0.2485,0.036608,0.049175,0
0.177671,0.157811,0.04172,0.096077,0.024433,0.039816,0.050569,0.327374,0.064943,0.019587,0
0.168782,0.183421,0.054191,0.125451,0.081333,0.023067,0.066605,0.209855,0.060183,0.027111,0
0.019335,0.049107,0.12612,0.031336,0.042023,0.021003,0.049597,0.04885,0.024893,0.587737,0
0.063161,0.161079,0,0.232038,0.114907,0,0,0.415406,0,0.013409,0
0.057846,0.225352,0.0584,0.17776,0.033934,0.043209,0.073543,0.13829,0.086819,0.104849,0
0.005323,0.039232,0.044938,0.016787,0.76814,0.061752,0.012874,0.014319,0.019394,0.017242,0
0.112083,0.27302,0.03921,0.195179,0.032745,0.066695,0.060645,0.150977,0.040573,0.028873,0
0.053942,0.327321,0.032197,0.189373,0.054205,0.048423,0.053935,0.167511,0.054289,0.018805,0
0.039482,0.363656,0.056094,0.207656,0.076302,0.021963,0.046367,0.065872,0.092064,0.030544,0
0.281313,0.065386,0.030043,0.030873,0.035691,0.011029,0.284212,0.210051,0.027753,0.023648,0
0.720905,0.009368,0.008616,0.022451,0.083979,0.022356,0.063429,0.031594,0.014879,0.022423,0
0.168101,0.167887,0.071876,0.072282,0.028301,0.047259,0.069883,0.202974,0.143495,0.027942,0
0.031584,0.15249,0.050816,0.051329,0.199444,0.021007,0.027215,0.025116,0.434652,0.006347,0
0.016361,0.120333,0.084494,0.082235,0.085069,0.064142,0.049237,0.114776,0.188952,0.194401,0
0.651425,0.022034,0.053307,0.012649,0.049961,0.018921,0.113132,0.054044,0.010757,0.01377,0
0.028568,0.280582,0.055279,0.170321,0.095026,0.115285,0.06453,0.084094,0.072958,0.033357,0
0,0.074967,0.261058,0.020733,0.348506,0.101049,0.062471,0.044817,0.060128,0.026272,0
0.150573,0.194335,0.145077,0.123601,0.019744,0.073374,0.081623,0.11342,0.06134,0.036913,0
0.451338,0.083528,0.160686,0.061109,0.018285,0.023747,0.084896,0.053123,0.047535,0.015754,0
0.057868,0.304323,0.04593,0.163789,0.041009,0.041011,0.073909,0.067456,0.180741,0.023964,0
0,0.074967,0.261058,0.020733,0.348506,0.101049,0.062471,0.044817,0.060128,0.026272,0
0.049156,0.161086,0.068125,0.208726,0.081072,0.073842,0.130621,0.092168,0.084865,0.050339,0
0.119084,0.344557,0.074741,0.074149,0.022312,0.010231,0.03733,0.203352,0.092755,0.021488,0
0.084303,0.216182,0.052421,0.203487,0.028669,0.071063,0.063071,0.139746,0.087306,0.053753,0
0.812316,0.045976,0.007402,0.036107,0.010374,0.00965,0.020088,0.035219,0.015468,0.007401,0
0.377798,0.048895,0.016338,0.056554,0.100329,0.021629,0.040392,0.272937,0.038218,0.02691,0
0.005034,0.014733,0.041992,0.029354,0.215921,0.56374,0.022498,0.049457,0.037593,0.019677,0
0.014215,0.03652,0.090727,0.035308,0.312723,0.330659,0.027488,0.048478,0.053729,0.050153,0
0.044546,0.171965,0.069834,0.103314,0.046988,0.013612,0.098482,0.131036,0.026183,0.294041,0
0.064557,0.235815,0.077821,0.228913,0.056503,0.038744,0.061425,0.075144,0.112318,0.04876,0
0.038035,0.228226,0.101987,0.202104,0.068565,0.055793,0.062285,0.084162,0.097777,0.061065,0
0.203381,0.032215,0.193328,0.016132,0,0.42719,0.016744,0.035595,0.02412,0.051297,0
0.053077,0.247017,0.041591,0.250294,0.076542,0.041395,0.098517,0.06609,0.072405,0.053073,0
0.060513,0.184173,0.031885,0.088633,0.140934,0.028554,0.057548,0.25079,0.099642,0.057327,0
0.064492,0.209275,0.057403,0.12199,0.079675,0.021258,0.070023,0.25774,0.067302,0.050842,0
0.016236,0.078553,0.184773,0.092791,0.127517,0.119892,0.107346,0.123177,0.12317,0.026545,0
0.417352,0.107715,0.020584,0.106237,0.032964,0.020877,0.050956,0.180008,0.045077,0.01823,0
0.02045,0.30528,0.028438,0.092853,0.319227,0.02786,0.059027,0.06391,0.051249,0.031705,0
0.042165,0.193752,0.055933,0.195874,0.055079,0.059819,0.10854,0.089015,0.081478,0.118346,0
0.018191,0.332387,0.055002,0.027281,0.429272,0.030475,0.019419,0.038138,0.033226,0.016608,0
0.097233,0.068439,0.030534,0.072027,0.055512,0.035293,0.10716,0.096387,0.037075,0.40034,0
0.217626,0.133248,0.025529,0.056919,0.046757,0.004071,0.034213,0.43874,0.026356,0.016542,0
0.146246,0.134484,0.078315,0.105207,0.070085,0.02452,0.048347,0.071201,0.302919,0.018676,0
0.079089,0.084871,0.041432,0.105348,0.0394,0.070647,0.202332,0.290927,0.040919,0.045035,0
0.135621,0.158233,0.012873,0.12013,0.061647,0.020417,0.114268,0.140358,0.223025,0.01343,0
0.001144,0.8387,0.052169,0.005613,0.031818,0.013499,0.003508,0.014297,0.037241,0.002011,0
0.039205,0.221247,0.107711,0.158569,0.107687,0.073789,0.062883,0.114557,0.095268,0.019083,0
0.009226,0.094277,0.009692,0.049043,0.110591,0.130671,0.435061,0.041501,0.029555,0.090383,0
0.110466,0.072977,0,0.133061,0.074443,0.023049,0.323589,0.174484,0.009739,0.078192,0
0.114569,0.530221,0.030334,0.029588,0.038883,0.02061,0.042542,0.087642,0.080065,0.025545,0
0.072131,0.272781,0.032692,0.182919,0.0958,0.029647,0.090044,0.136806,0.055035,0.032145,0
0.060678,0.291745,0.045796,0.205168,0.054653,0.039211,0.071314,0.08481,0.097757,0.048867,0
0.176953,0.307918,0.070735,0.148366,0.041006,0.027725,0.045785,0.108538,0.054459,0.018515,0
0.048488,0.152035,0.07914,0.147541,0.104347,0.031294,0.186035,0.110131,0.09412,0.046868,0
0.189505,0.181927,0.043136,0.084111,0.101631,0.019265,0.06685,0.237046,0.046732,0.029798,0
0.019156,0.069707,0.146234,0.070465,0.053679,0.059018,0.043626,0.046891,0.088553,0.402671,0
0.103751,0.112726,0.047874,0.124045,0.208691,0.066171,0.038323,0.104193,0.119174,0.075053,0
0.101563,0.173418,0.200703,0.207605,0.056196,0.03045,0.041928,0.07814,0.064204,0.045791,0
0.031968,0.112581,0.1503,0.097364,0.060477,0.24796,0.066599,0.095538,0.076844,0.060368,0
0.090255,0.334415,0.051739,0.088516,0.050414,0.023434,0.137696,0.148611,0.052738,0.022182,0
0.026367,0.25344,0.065067,0.175618,0.056476,0.047685,0.080275,0.112699,0.096057,0.086315,0
0.019874,0.069464,0.147878,0.023481,0.022254,0.523963,0.056731,0.104536,0.020525,0.011294,0
0.151097,0.205888,0.097344,0.154585,0.054116,0.089333,0.067248,0.115564,0.04565,0.019175,0
0.047206,0.291116,0.09201,0.058951,0.077347,0.010051,0.124772,0.273737,0.017826,0.006986,0
0.377798,0.048895,0.016338,0.056554,0.100329,0.021629,0.040392,0.272937,0.038218,0.02691,0
0.057263,0.198117,0.027995,0.15242,0.21193,0.063261,0.080711,0.079765,0.056112,0.072426,0
0.420754,0.106455,0.011917,0.136875,0.036219,0.006157,0.113666,0.091009,0.023368,0.053581,0
0.114417,0.171681,0.034207,0.114467,0.03312,0.099448,0.038027,0.109532,0.271902,0.013199,0
0.244484,0.051774,0.026724,0.10207,0.061925,0.00729,0.021089,0.029611,0.400291,0.054742,0
0.056768,0.335071,0.034603,0.185818,0.06289,0.034771,0.068002,0.108442,0.063239,0.050396,0
0.008814,0.035041,0.157581,0.074568,0.092748,0.023483,0.484075,0.042195,0.012502,0.068992,0
0.003167,0.06863,0.419557,0.070317,0.067993,0.10521,0.025405,0.015485,0.139401,0.084833,0
0.085374,0.05561,0.098765,0.097153,0.067062,0.059128,0.06527,0.127875,0.307337,0.036426,0
0.408783,0.109292,0.074508,0.057915,0.071944,0.031966,0.023656,0.182265,0.01793,0.021741,0
0.025624,0.090404,0.080296,0.061709,0.379921,0.117159,0.059585,0.07482,0.073986,0.036495,0
0.031861,0.282508,0.036799,0.335432,0.029923,0.034447,0.068178,0.063489,0.090009,0.027353,0
0.022903,0.221807,0.046696,0.294456,0.158809,0.03418,0.161199,0.032747,0.016039,0.011165,0
0.09112,0.200543,0.115209,0.099252,0.15554,0.042621,0.055918,0.116872,0.069499,0.053426,0
0.091334,0.343642,0.02818,0.127286,0.120774,0.036386,0.035995,0.069929,0.067446,0.079027,0
0.004795,0.361602,0.065241,0.040473,0.386982,0.04531,0.018656,0.035267,0.022539,0.019136,0
0.036233,0.296091,0.051627,0.194527,0.043481,0.085898,0.046438,0.142838,0.06424,0.038628,0
0.057488,0.295755,0.057441,0.208012,0.059131,0.050286,0.075191,0.058998,0.10309,0.034608,0
0.162888,0.208728,0.061004,0.027903,0.345752,0.020749,0.02827,0.066875,0.039561,0.038272,0
0.061273,0.098756,0.161363,0.094529,0.05687,0.0371,0.069256,0.337124,0.040603,0.043126,0
0.034847,0.315399,0.072671,0.171358,0.077335,0.025907,0.057669,0.152691,0.052438,0.039684,0
0.015551,0.330146,0.012267,0.134677,0.237702,0.018606,0.110361,0.0442,0.052443,0.044047,0
0.128169,0.157433,0.028731,0.115392,0.018972,0.032402,0.04953,0.381573,0.070097,0.017701,0
0.077952,0.199104,0.069966,0.163452,0.057973,0.064447,0.074856,0.136679,0.076079,0.079493,0
0.56942,0.015652,0.06116,0.022069,0.152534,0.042457,0.005063,0.055515,0.050953,0.025177,0
0.383242,0.076491,0.036837,0.139721,0.046099,0.017878,0.027295,0.228206,0.029844,0.014387,0
0.149382,0.515791,0.042403,0.024157,0.058628,0.020135,0.039773,0.070487,0.067915,0.011328,0
0.054757,0.147326,0.040259,0.138981,0.031154,0.030644,0.411567,0.060116,0.064087,0.021108,0
0.107648,0.1308,0.042205,0.203437,0.069917,0.131153,0.09756,0.079242,0.081638,0.056401,0
0.033831,0.458164,0.034752,0.156374,0.058363,0.021126,0.047262,0.055865,0.094511,0.039753,0
0.006608,0.063441,0.043671,0.56482,0.044348,0.050731,0.053514,0.043952,0.116657,0.01226,0
0.048279,0.170325,0.07453,0.189515,0.079397,0.089132,0.090348,0.088296,0.107114,0.063063,0
0.377798,0.048895,0.016338,0.056554,0.100329,0.021629,0.040392,0.272937,0.038218,0.02691,0
0.152353,0.259589,0.040016,0.071883,0.059639,0.02273,0.045148,0.050927,0.281755,0.015958,0
0.015429,0.058441,0.169579,0.09579,0.064401,0.030059,0.029581,0.094401,0.016503,0.425817,0
0.07577,0.241873,0.012741,0.018311,0.019291,0.225625,0.139636,0.205607,0.006015,0.055131,0
0.133222,0.20739,0.030533,0.048393,0.137604,0.025188,0.127774,0.162819,0.043557,0.08352,0
0.017184,0.147465,0.369286,0.174628,0.097366,0.031799,0.013548,0.017025,0.112135,0.019565,0
0.121157,0.174154,0.029415,0.109066,0.029953,0.098161,0.045754,0.123307,0.256551,0.012482,0
0.045994,0.267956,0.032219,0.140763,0.061419,0.022579,0.064443,0.269096,0.05878,0.03675,0
0.03992,0.19874,0.072528,0.147243,0.047364,0.114672,0.110184,0.093132,0.084791,0.091426,0
0.005535,0.016978,0.065894,0.033072,0.371921,0.180049,0.22819,0.039025,0.033402,0.025933,0
0.201421,0.056026,0.098678,0.221088,0.064009,0.104045,0.114318,0.063596,0.034252,0.042565,0
0.304383,0.263266,0.051881,0.06862,0.059413,0.026144,0.050187,0.119357,0.033067,0.023681,0
0.056989,0.136349,0.041102,0.108566,0.04489,0.086011,0.053149,0.07739,0.376999,0.018554,0
0.265259,0.132027,0.10729,0.105525,0.198813,0.004005,0.090053,0.013524,0.080402,0.003104,0
0,0.074967,0.261058,0.020733,0.348506,0.101049,0.062471,0.044817,0.060128,0.026272,0
0.101716,0.177596,0.028046,0.115826,0.030397,0.103174,0.047851,0.125286,0.257402,0.012706,0
0,0.074967,0.261058,0.020733,0.348506,0.101049,0.062471,0.044817,0.060128,0.026272,0
0.028157,0.029549,0.001145,0.130732,0.007238,0.721445,0.020205,0.009035,0.033862,0.018632,0
0.195634,0.212742,0.066654,0.141028,0.03424,0.07133,0.093991,0.126268,0.03431,0.023804,0
0.035258,0.099983,0.1118,0.047268,0.42474,0.123772,0.036079,0.045116,0.051706,0.024278,0
0.028996,0.52047,0.026783,0.131845,0.038197,0.023455,0.06055,0.11351,0.044612,0.011582,0
0.035501,0.184427,0.057798,0.115277,0.041918,0.046598,0.352017,0.060516,0.076047,0.029901,0
0,0.048806,0.091922,0.231916,0.062293,0.028381,0.071813,0.28,0.106955,0.077915,0
0.037104,0.209368,0.051035,0.187482,0.055534,0.113075,0.120394,0.060299,0.114814,0.050895,0
0.141902,0.258589,0.047895,0.160868,0.032283,0.035437,0.08605,0.130243,0.086954,0.019779,0
0.052803,0.184821,0.047717,0.084326,0.055107,0.048225,0.059442,0.048626,0.39417,0.024764,0
0.095514,0.204911,0.062168,0.235609,0.032926,0.048368,0.139668,0.104498,0.049957,0.026381,0
0.053007,0.058577,0.05429,0.145388,0.215642,0.039601,0.087915,0.064346,0.250702,0.030533,0
0.138671,0.415268,0.010093,0.090465,0.043439,0.041361,0.042227,0.079211,0.091174,0.048093,0
0.128634,0.230283,0.051176,0.10249,0.052276,0.04465,0.054725,0.193808,0.029002,0.112955,0
0.130534,0.379534,0.024073,0.167719,0.024222,0.028784,0.04136,0.087626,0.092325,0.023823,0
0.452795,0.080116,0.024056,0.051214,0.035028,0.012339,0.108801,0.193587,0.02304,0.019025,0
0.050861,0.203829,0.094331,0.286042,0.031549,0.025602,0.072815,0.121107,0.055512,0.058351,0
0.039167,0.160941,0.046352,0.175753,0.312033,0.039961,0.059231,0.064944,0.066729,0.034888,0
0.021325,0.07475,0.154413,0.083156,0.055421,0.060791,0.047182,0.038115,0.101913,0.362934,0
0.054339,0.218527,0.034807,0.32116,0.036537,0.059833,0.056116,0.084736,0.103405,0.03054,0
0.035258,0.099983,0.1118,0.047268,0.42474,0.123772,0.036079,0.045116,0.051706,0.024278,0
0.00662,0.14341,0.583041,0.057083,0.030378,0.031639,0.018851,0.015436,0.098099,0.015443,1
0.015899,0.016685,0.137757,0.073821,0.015513,0.645954,0.011409,0.05332,0.019121,0.010521,0
0.343655,0.021786,0.00407,0.046676,0.044234,0.01153,0.056645,0.389494,0.04458,0.03733,0
0.057178,0.162353,0.044862,0.175483,0.295324,0.037833,0.057361,0.069972,0.066529,0.033105,0
0.101352,0.20352,0.040675,0.163421,0.07234,0.061697,0.069939,0.068253,0.129343,0.089459,0
0.040405,0.243307,0.059453,0.250873,0.044261,0.03198,0.112413,0.077056,0.085671,0.054581,0
0.054828,0.194599,0.116923,0.166803,0.130079,0.03223,0.105903,0.092021,0.076963,0.02965,0
0.028614,0.164545,0.070135,0.093854,0.099697,0.209636,0.107954,0.030161,0.149037,0.046365,0
0.024021,0.084116,0.122087,0.093294,0.101478,0.063597,0.045308,0.053248,0.080536,0.332316,0
0.014997,0.041332,0.0307,0.020554,0.143004,0.170456,0.46362,0.022327,0.023274,0.069737,0
0.095971,0.214182,0.051955,0.160289,0.069898,0.042892,0.087142,0.101862,0.142029,0.033779,0
0.071824,0.189248,0.038234,0.139007,0.048897,0.033289,0.065863,0.317702,0.063183,0.032753,0
0.00855,0.15436,0.046682,0.186282,0.044392,0.2103,0.015559,0.13982,0.089041,0.105014,0
0.012545,0.18049,0,0.15183,0.015046,0.418873,0.072898,0.050263,0.086891,0.011162,0
0.043854,0.185427,0.089226,0.15482,0.078977,0.077172,0.114075,0.106566,0.096192,0.053692,0
0.052477,0.163059,0.104662,0.208787,0.075331,0.067662,0.093187,0.053091,0.098552,0.083192,0
0.003816,0.051119,0.680578,0.062161,0.047316,0.030083,0.01519,0.013878,0.074626,0.021232,1
0.01738,0.05989,0.139338,0.063991,0.104714,0.051609,0.037879,0.055163,0.08637,0.383665,0
0.022321,0.081326,0.070844,0.068578,0.05562,0.095357,0.048803,0.077024,0.040296,0.439832,0
0.131386,0.100477,0.123362,0.111567,0.182969,0.012121,0.11758,0.131519,0.021331,0.067686,0
0.153681,0.212448,0.053441,0.044301,0.162057,0.043988,0.036913,0.175584,0.047902,0.069685,0
0.07186,0.250519,0.059388,0.25173,0.02812,0.035555,0.02754,0.063148,0.077099,0.135042,0
0,0.284208,0.020502,0.299976,0.002621,0.016081,0.101253,0.179323,0.06176,0.034276,0
0.043839,0.204196,0.07573,0.151934,0.080052,0.085486,0.106513,0.108352,0.087235,0.056662,0
0.020918,0.058956,0.149634,0.073566,0.110313,0.051561,0.055732,0.055449,0.088177,0.335693,0
0.047255,0.210912,0.237962,0.110311,0.03982,0.048442,0.054818,0.062261,0.14411,0.044109,0
0.02336,0.131863,0.145845,0.097064,0.050595,0.253117,0.064439,0.081736,0.079847,0.072135,0
0.082767,0.150962,0.011623,0.065923,0.389228,0.034801,0.10177,0.09906,0.029913,0.033953,0
0.073871,0.256215,0.053807,0.198985,0.083978,0.03815,0.05266,0.113799,0.096775,0.03176,0
0.337009,0.062183,0.008823,0.055005,0.106704,0.016974,0.03026,0.340457,0.02575,0.016835,0
0.139074,0.331681,0.028221,0.087087,0.142993,0.040778,0.062146,0.059889,0.072316,0.035816,0
0.035558,0.137726,0.057959,0.125831,0.033013,0.036642,0.44093,0.053209,0.046673,0.032459,0
0.03518,0.571851,0.030491,0.129173,0.035399,0.025759,0.047904,0.05564,0.0418,0.026802,0
0.02936,0.199546,0.095946,0.146654,0.069408,0.074177,0.127385,0.117154,0.087429,0.05294,0
0.045292,0.231753,0.086429,0.155035,0.089663,0.07244,0.087813,0.057437,0.129907,0.044233,0
0.045997,0.213044,0.057319,0.212496,0.054053,0.085167,0.086792,0.092623,0.097156,0.055351,0
0.002678,0.038419,0.150124,0.02126,0.347739,0.104215,0.012429,0.136268,0.12507,0.061799,0
0.377798,0.048895,0.016338,0.056554,0.100329,0.021629,0.040392,0.272937,0.038218,0.02691,0
0.009996,0.066743,0.397729,0.075626,0.037379,0.089755,0.039769,0.066083,0.112627,0.104294,1
0.209496,0.072327,0.056686,0.015259,0.112378,0.033679,0.08238,0.176065,0.139532,0.102198,0
0.043218,0.199329,0.063701,0.1406,0.071914,0.088595,0.136288,0.108674,0.068609,0.079072,0
0.101555,0.266166,0.03504,0.157048,0.046361,0.035797,0.089984,0.182102,0.067538,0.01841,0
0.115806,0.515546,0.027168,0.034403,0.070244,0.009171,0.096168,0.080239,0.037864,0.013391,0
0.097857,0.102762,0.100218,0.259397,0.088172,0.038798,0.077375,0.107501,0.054621,0.073299,0
0.092574,0.124714,0.048584,0.309339,0.062428,0.03104,0.059162,0.154923,0.037507,0.079728,0
0.027222,0.069555,0.125802,0.07892,0.107632,0.043013,0.037627,0.06991,0.06729,0.37303,0
