@relation /mhome/zuberif/Datasets/-10011/svmguide1.libsvm

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute class numeric

@data
{0 18.4591,1 26.9231,2 -0.090475,3 137.6718}
{0 19.2579,1 63.15489,2 -0.120429,3 71.80774}
{0 17.78601,1 64.36502,2 -0.160495,3 58.71183}
{0 16.106,1 30.75,2 -0.217016,3 51.04601}
{0 19.39801,1 19.311,2 0.451461,3 131.5358}
{0 16.569,1 31.703,2 0.149905,3 37.52987}
{0 17.41301,1 63.657,2 -0.123204,3 57.35775}
{0 18.317,1 52.89101,2 -0.131127,3 65.05379}
{0 18.18402,1 23.332,2 0.249471,3 91.13573}
{0 16.886,1 60.99899,2 -0.162208,3 49.19204}
{0 21.19901,1 59.10101,2 0.179673,3 104.3442}
{0 17.156,1 15.192,2 0.581759,3 142.5745}
{0 16.8811,1 17.659,2 -0.134984,3 74.83727}
{0 19.00699,1 13.95099,2 -0.228986,3 77.3724}
{0 17.8179,1 -2.915802,2 0.536948,3 178.8547}
{0 18.30981,1 14.6772,2 0.253611,3 144.3488}
{0 17.52921,1 36.8952,2 0.357892,3 59.68414}
{0 17.4519,1 111.8624,2 0.29445,3 134.1643}
{0 21.77699,1 33.966,2 0.452883,3 159.9112}
{0 19.80499,1 31.425,2 0.250846,3 117.8247}
{0 16.729,1 26.767,2 -0.192517,3 39.39758}
{0 17.147,1 15.908,2 0.297265,3 58.20096}
{0 17.2579,1 28.0518,2 0.467316,3 118.0938}
{0 14.5837,1 21.3148,2 -0.183184,3 127.6384}
{0 18.0088,1 23.9161,2 0.119641,3 61.45846}
{0 18.73799,1 45.088,2 0.131668,3 67.88007}
{0 16.71429,1 21.8267,2 0.205532,3 43.79766}
{0 20.49329,1 17.2403,2 -0.24164,3 155.6704}
{0 19.036,1 9.491005,2 0.269628,3 85.63424}
{0 16.985,1 25.31401,2 0.530626,3 142.6294}
{0 16.8765,1 32.09351,2 0.296904,3 115.6713}
{0 16.8814,1 22.1074,2 0.413823,3 46.65141}
{0 18.11601,1 15.92401,2 0.210014,3 64.20782}
{0 16.459,1 23.3731,2 0.374483,3 161.3065}
{0 17.268,1 4.443001,2 0.275831,3 53.15267}
{0 16.85899,1 18.47299,2 -0.206275,3 47.57427}
{0 17.81,1 88.091,2 0.282047,3 73.04097}
{0 17.2225,1 10.0355,2 0.424775,3 142.9261}
{0 19.504,1 52.80301,2 0.440222,3 96.7306}
{0 16.2319,1 57.5899,2 0.671622,3 25.15358}
{0 21.1909,1 23.3589,2 0.160947,3 140.0696}
{0 18.7603,1 25.1037,2 -0.645988,3 144.1758}
{0 16.8973,1 17.4028,2 0.50466,3 168.2087}
{0 16.371,1 24.937,2 0.451491,3 118.2532}
{0 16.0437,1 9.244698,2 0.599586,3 13.91989}
{0 16.64401,1 45.612,2 0.469197,3 39.7052}
{0 17.514,1 46.496,2 -0.249601,3 63.67498}
{0 16.47141,1 17.6075,2 0.173651,3 35.39025}
{0 20.31001,1 39.55,2 0.16253,3 116.097}
{0 17.4767,1 20.2094,2 0.569349,3 163.7098}
{0 18.2174,1 31.6626,2 -0.221601,3 157.6892}
{0 19.707,1 48.11099,2 0.170376,3 81.18745}
{0 18.419,1 4.261993,2 -0.131826,3 69.29183}
{0 21.08701,1 61.41,2 0.25273,3 86.8455}
{0 18.265,1 47.532,2 -0.086446,3 63.97437}
{0 17.3719,1 31.1055,2 0.24211,3 49.06294}
{0 21.9591,1 33.0771,2 0.274439,3 87.94965}
{0 16.519,1 21.1275,2 0.356647,3 30.05905}
{0 18.6194,1 55.65939,2 -0.134514,3 70.19547}
{0 17.1269,1 44.2596,2 0.358496,3 140.6436}
{0 16.71469,1 43.5201,2 0.259249,3 46.06912}
{0 15.158,1 22.076,2 -0.188194,3 125.5152}
{0 16.0247,1 44.1102,2 0.22201,3 10.8629}
{0 16.2898,1 -6.413101,2 0.302951,3 22.27787}
{0 11.5169,1 25.3425,2 0.397095,3 50.10391}
{0 20.077,1 28.657,2 0.459396,3 134.5516}
{0 19.99599,1 10.1859,2 0.171705,3 84.10986}
{0 20.136,1 15.59401,2 0.48618,3 143.4617}
{0 17.18769,1 35.2547,2 0.099971,3 51.04875}
{0 14.0429,1 31.0506,2 -0.137696,3 121.5738}
{0 15.9016,1 25.0994,2 0.295988,3 97.56832}
{0 19.35599,1 26.88399,2 0.319759,3 98.91692}
{0 16.9724,1 27.7724,2 -0.132329,3 47.0222}
{0 24.0013,1 22.0759,2 -0.148267,3 127.501}
{0 11.247,1 23.533,2 0.36606,3 136.2847}
{0 16.871,1 29.95401,2 0.193556,3 123.5212}
{0 23.3457,1 20.9697,2 0.438713,3 161.3339}
{0 18.0361,1 19.6218,2 0.294893,3 106.6569}
{0 12.61299,1 52.23,2 0.279643,3 132.9531}
{0 16.599,1 20.01199,2 0.329772,3 150.927}
{0 17.259,1 36.549,2 0.327817,3 59.30236}
{0 16.7112,1 30.1942,2 0.117103,3 44.22339}
{0 17.37599,1 36.924,2 0.319396,3 94.11307}
{0 18.4244,1 29.0742,2 -0.302405,3 118.1405}
{0 16.412,1 35.4009,2 0.331845,3 101.7075}
{0 17.3474,1 24.2352,2 -0.251159,3 54.59739}
{0 17.42561,1 23.9056,2 0.188767,3 55.10826}
{0 14.2704,1 15.3634,2 0.394091,3 150.7594}
{0 15.9805,1 34.514,2 -0.254493,3 22.31357}
{0 17.60199,1 29.476,2 -0.148639,3 64.42481}
{0 14.3561,1 23.1884,2 0.274569,3 133.3458}
{0 19.45502,1 20.71201,2 0.375953,3 136.304}
{0 19.9912,1 8.881798,2 0.208005,3 93.78622}
{0 16.66999,1 39.49799,2 -0.240036,3 41.21309}
{0 12.333,1 25.807,2 0.41914,3 121.6205}
{0 20.508,1 46.05,2 0.595382,3 151.729}
{0 21.14919,1 18.21619,2 0.196127,3 127.5367}
{0 17.187,1 27.53999,2 -0.270505,3 49.64798}
{0 22.3251,1 29.4931,2 -0.176569,3 101.2048}
{0 10.4062,1 32.338,2 0.393459,3 143.4534}
{0 17.9931,1 -2.545597,2 -0.347291,3 147.1119}
{0 18.9889,1 44.5229,2 -0.132085,3 71.54131}
{0 16.7631,1 21.0431,2 0.140094,3 43.4818}
{0 17.9261,1 16.4396,2 0.132674,3 62.63127}
{0 16.0262,1 33.2192,2 0.403801,3 88.6775}
{0 18.5326,1 27.7661,2 0.183664,3 128.9842}
{0 18.62,1 11.426,2 0.202004,3 67.94598}
{0 16.53999,1 23.39799,2 0.257485,3 43.04784}
{0 19.23029,1 17.05209,2 0.348931,3 124.639}
{0 17.2412,1 10.803,2 0.125925,3 59.30236}
{0 18.7043,1 24.0237,2 0.189031,3 90.53696}
{0 17.27299,1 30.953,2 -0.154578,3 53.19936}
{0 24.3647,1 27.8537,2 -0.186946,3 137.0813}
{0 19.98199,1 52.442,2 0.345451,3 80.80568}
{0 17.0974,1 25.54539,2 -0.37567,3 51.52392}
{0 6.927994,1 37.297,2 0.542173,3 148.5292}
{0 10.852,1 22.19601,2 0.278631,3 125.7652}
{0 19.717,1 17.996,2 -0.189863,3 79.71252}
{0 18.59299,1 36.98599,2 0.179528,3 72.69215}
{0 17.1484,1 8.366402,2 0.189314,3 50.31815}
{0 17.504,1 35.674,2 0.338388,3 99.3811}
{0 18.1254,1 23.5646,2 0.335081,3 80.75624}
{0 18.6246,1 33.8632,2 0.384395,3 105.8714}
{0 17.411,1 26.211,2 0.511979,3 60.25818}
{0 117.9365,1 54.39549,2 0.227995,3 168.6812}
{0 16.453,1 16.10201,2 -0.311454,3 39.64752}
{0 16.9671,1 21.9326,2 0.511376,3 136.1227}
{0 18.5546,1 21.4593,2 0.35317,3 89.47677}
{0 17.4169,1 15.758,2 0.316488,3 46.41245}
{0 10.417,1 38.18999,2 0.347929,3 105.0721}
{0 17.76599,1 85.95801,2 0.164994,3 59.3106}
{0 18.097,1 18.782,2 0.411261,3 129.1627}
{0 15.8064,1 -1.458397,2 0.565364,3 8.37995}
{0 16.2537,1 18.64439,2 -0.653729,3 30.66056}
{0 17.17799,1 35.4739,2 0.149593,3 52.00732}
{0 21.64,1 15.028,2 0.22631,3 153.5912}
{0 11.625,1 31.71501,2 0.36369,3 103.2016}
{0 17.174,1 82.26299,2 -0.12965,3 97.95834}
{0 17.3629,1 33.9703,2 0.247088,3 61.93912}
{0 16.2554,1 18.41721,2 0.253484,3 29.53719}
{0 20.03291,1 24.218,2 0.266502,3 129.8027}
{0 18.1289,1 41.86589,2 0.153678,3 63.59808}
{0 16.739,1 23.534,2 0.192689,3 44.04486}
{0 12.90201,1 43.155,2 0.338681,3 126.4353}
{0 1.524002,1 60.62399,2 0.282578,3 60.62074}
{0 13.7099,1 16.0909,2 0.329604,3 118.3136}
{0 0.544205,1 40.0137,2 0.522179,3 161.3779}
{0 2.574097,1 21.4538,2 0.429504,3 133.5107}
{0 0.820999,1 53.466,2 -0.230938,3 48.95033}
{0 0.916298,1 15.2332,2 0.364607,3 51.13939}
{0 0.539604,1 32.626,2 0.235413,3 49.13985}
{0 9.164993,1 35.10399,2 0.190017,3 33.43191}
{0 1.887001,1 25.09,2 0.177393,3 123.686}
{0 0.544899,1 18.689,2 0.349067,3 43.59716}
{0 0.544899,1 18.689,2 0.349067,3 43.59716}
{0 1.644203,1 34.6752,2 0.265475,3 131.632}
{0 13.71001,1 53.91301,2 0.241167,3 135.0378}
{0 0.346703,1 11.0886,2 0.221114,3 37.37056}
{0 2.07399,1 58.74899,2 0.136933,3 70.0087}
{0 1.135002,1 23.223,2 0.366164,3 137.9519}
{0 13.6575,1 36.6752,2 0.469359,3 140.2234}
{0 4.722,1 12.8494,2 0.433667,3 130.2614}
{0 0.210899,1 22.9371,2 -0.177694,3 25.23049}
{0 5.511993,1 30.576,2 0.426841,3 116.91}
{0 1.442802,1 30.5942,2 0.160749,3 64.57862}
{0 1.442802,1 30.5942,2 0.160749,3 64.57862}
{0 13.7428,1 5.625801,2 0.165976,3 131.1019}
{0 1.7528,1 24.1,2 0.450357,3 134.623}
{0 1.335999,1 73.89001,2 -0.068054,3 58.89311}
{0 1.175701,1 18.5728,2 0.46035,3 114.3365}
{0 1.175701,1 18.5728,2 0.46035,3 114.3365}
{0 1.912994,1 28.88499,2 0.315149,3 80.8716}
{0 1.912994,1 28.88499,2 0.315149,3 80.8716}
{0 1.599998,1 17.4381,2 0.472682,3 142.1653}
{0 0.036499,1 18.3062,2 0.308719,3 19.50378}
{0 0.036499,1 18.3062,2 0.308719,3 19.50378}
{0 4.202103,1 20.819,2 0.130773,3 125.6937}
{0 0.984001,1 20.4387,2 -0.238706,3 52.68849}
{0 0.379997,1 25.83601,2 -0.266084,3 35.58251}
{0 5.303009,1 26.15601,2 0.436257,3 134.3346}
{0 5.303009,1 26.15601,2 0.436257,3 134.3346}
{0 1.023098,1 49.9861,2 0.339123,3 78.62486}
{0 4.209007,1 42.303,2 0.43162,3 144.5356}
{0 0.309006,1 29.071,2 0.217636,3 32.14374}
{0 0.294006,1 18.34401,2 0.2482,3 37.96109}
{0 23.988,1 59.153,2 0.280632,3 88.57038}
{0 9.251007,1 39.70898,2 0.276107,3 126.4189}
{0 9.251007,1 39.70898,2 0.276107,3 126.4189}
{0 9.251007,1 39.70898,2 0.276107,3 126.4189}
{0 0.985001,1 34.12199,2 0.126119,3 52.36988}
{0 1.778999,1 40.80901,2 0.31085,3 138.7869}
{0 3.683594,1 19.6069,2 0.399946,3 84.87068}
{0 0.250198,1 21.4869,2 0.436932,3 33.91806}
{0 0.698799,1 34.211,2 0.228554,3 47.2694}
{0 2.620201,1 23.4931,2 0.300861,3 110.7137}
{0 0.772995,1 26.364,2 0.084488,3 53.22957}
{0 0.511902,1 14.2799,2 0.088142,3 42.50126}
{0 0.511902,1 14.2799,2 0.088142,3 42.50126}
{0 1.028702,1 32.9568,2 -0.140242,3 55.45159}
{0 2.907013,1 80.09799,2 -0.156114,3 70.5745}
{0 2.907013,1 80.09799,2 -0.156114,3 70.5745}
{0 1.205002,1 54.134,2 -0.129769,3 59.96704}
{0 2.896896,1 17.0485,2 0.289719,3 92.64637}
{0 0.222,1 12.154,2 0.414578,3 154.8025}
{0 0.222,1 12.154,2 0.414578,3 154.8025}
{0 2.847,1 21.629,2 -0.333515,3 145.5876}
{0 13.7102,1 14.82999,2 -0.430877,3 134.5324}
{0 1.896301,1 27.4366,2 0.334595,3 115.902}
{0 2.359001,1 31.15299,2 0.126806,3 69.22591}
{0 1.491901,1 37.595,2 0.230892,3 107.7913}
{0 1.432907,1 24.65311,2 0.447442,3 71.31884}
{0 0.2761,1 12.5091,2 0.205509,3 34.59373}
{0 0.139999,1 28.05901,2 0.417056,3 10.52232}
{0 2.093994,1 52.966,2 -0.163697,3 72.02747}
{0 2.530296,1 29.3088,2 0.296227,3 96.21149}
{0 2.5448,1 32.7704,2 0.375861,3 175.3252}
{0 2.5448,1 32.7704,2 0.375861,3 175.3252}
{0 1.355598,1 18.3635,2 -0.337285,3 155.7446}
{0 1.918098,1 15.59119,2 -0.19052,3 60.43946}
{0 4.175201,1 18.1352,2 0.641072,3 147.6173}
{0 1.059998,1 22.698,2 -0.206236,3 25.54635}
{0 1.064598,1 55.28109,2 -0.235662,3 57.62967}
{0 0.069,1 16.13199,2 -0.352616,3 56.84413}
{0 6.156998,1 34.02501,2 0.386709,3 61.04372}
{0 2.497898,1 27.3828,2 -0.400757,3 127.1714}
{0 0.4645,1 28.033,2 0.243689,3 42.35294}
{0 2.125404,1 30.88641,2 0.376963,3 69.73952}
{0 6.666599,1 25.2407,2 0.439626,3 153.1682}
{0 4.184006,1 45.81801,2 0.195093,3 78.31998}
{0 4.184006,1 45.81801,2 0.195093,3 78.31998}
{0 4.184006,1 45.81801,2 0.195093,3 78.31998}
{0 0.928898,1 29.6404,2 -0.195546,3 53.71847}
{0 1.333099,1 29.619,2 0.160332,3 107.8517}
{0 0.988998,1 39.981,2 0.323059,3 53.1664}
{0 2.019997,1 60.583,2 -0.181739,3 67.24284}
{0 1.511002,1 56.244,2 -0.328193,3 59.88739}
{0 2.315498,1 15.3867,2 0.326598,3 141.6654}
{0 12.36299,1 43.218,2 0.402531,3 151.2648}
{0 2.940201,1 22.3127,2 0.265485,3 90.60288}
{0 6.016006,1 -1.279999,2 0.335706,3 45.6846}
{0 6.016006,1 -1.279999,2 0.335706,3 45.6846}
{0 0.071701,1 38.8222,2 0.484702,3 24.03571}
{0 2.10199,1 10.366,2 0.401028,3 126.7347}
{0 0.045303,1 19.9017,2 -0.45077,3 20.19867}
{0 2.168999,1 32.02801,2 -0.077906,3 70.36301}
{0 2.522598,1 59.1129,2 0.31443,3 74.66972}
{0 4.215698,1 21.41,2 0.498006,3 140.0613}
{0 0.266399,1 51.5154,2 -0.183699,3 156.607}
{0 7.418602,1 32.0051,2 0.508396,3 150.894}
{0 0.542999,1 5.331993,2 0.295509,3 94.95903}
{0 18.014,1 18.14201,2 -0.207762,3 60.46693}
{0 7.253006,1 7.768997,2 0.272073,3 114.5232}
{0 0.373016,1 55.42001,2 -0.208281,3 40.84504}
{0 5.431,1 17.848,2 0.180955,3 142.2834}
{0 1.439899,1 30.5622,2 0.504521,3 109.7853}
{0 13.7101,1 27.3451,2 0.180705,3 86.85924}
{0 0.270195,1 34.1053,2 0.193574,3 41.69925}
{0 2.560501,1 48.9145,2 0.190165,3 70.01419}
{0 1.030502,1 20.96651,2 -0.167026,3 68.05859}
{0 0.228996,1 20.16199,2 0.35096,3 32.95399}
{0 0.247696,1 40.9739,2 0.339363,3 33.50332}
{0 0.247696,1 40.9739,2 0.339363,3 33.50332}
{0 4.430901,1 7.639496,2 -0.501664,3 165.0858}
{0 3.024796,1 19.1505,2 0.233226,3 137.073}
{0 3.024796,1 19.1505,2 0.233226,3 137.073}
{0 4.971802,1 19.9206,2 -0.506344,3 155.3463}
{0 0.737602,1 27.62431,2 -0.125527,3 49.34859}
{0 0.360497,1 17.7914,2 0.258321,3 29.87228}
{0 0.825203,1 19.6728,2 -0.211825,3 52.36164}
{0 0.006004,1 24.55601,2 0.230277,3 29.19661}
{0 0.667305,1 26.85281,2 -0.219869,3 40.01282}
{0 1.033997,1 12.666,2 0.193097,3 54.24033}
{0 1.690804,1 39.3965,2 0.133066,3 69.61593}
{0 1.690804,1 39.3965,2 0.133066,3 69.61593}
{0 3.531097,1 23.7274,2 -0.2674,3 83.55779}
{0 3.909973,1 97.62396,2 0.161691,3 83.06889}
{0 2.003006,1 11.386,2 0.344683,3 140.1767}
{0 3.199097,1 12.2025,2 0.494285,3 140.0009}
{0 0.179993,1 19.64499,2 0.207225,3 30.71275}
{0 4.54599,1 5.082001,2 0.284773,3 88.93843}
{0 4.54599,1 5.082001,2 0.284773,3 88.93843}
{0 0.654007,1 67.90999,2 0.152024,3 76.84505}
{0 2.666496,1 11.296,2 0.299548,3 76.13916}
{0 2.666496,1 11.296,2 0.299548,3 76.13916}
{0 2.666496,1 11.296,2 0.299548,3 76.13916}
{0 3.829002,1 13.006,2 0.325156,3 102.5809}
{0 1.979897,1 31.7289,2 0.254715,3 124.3671}
{0 1.202904,1 15.52831,2 0.242586,3 56.62989}
{0 1.202904,1 15.52831,2 0.242586,3 56.62989}
{0 1.202904,1 15.52831,2 0.242586,3 56.62989}
{0 1.202904,1 15.52831,2 0.242586,3 56.62989}
{0 1.255005,1 45.52701,2 -0.131663,3 63.27398}
{0 1.162697,1 51.23309,2 0.251363,3 55.64386}
{0 2.1614,1 15.0246,2 0.354969,3 94.96452}
{0 0.178986,1 42.12,2 0.248117,3 22.51682}
{0 0.9743,1 29.0861,2 0.215776,3 19.89105}
{0 1.149403,1 32.2327,2 0.364343,3 67.63012}
{0 2.059105,1 18.5093,2 -0.4158,3 71.68688}
{0 0.694992,1 18.16501,2 -0.276148,3 47.85717}
{0 2.097603,1 14.2117,2 0.566954,3 91.9707}
{0 0.513401,1 18.9196,2 0.107105,3 46.44816}
{0 0.828796,1 47.4079,2 -0.228734,3 49.5491}
{0 2.783897,1 11.5158,2 0.246159,3 98.99931}
{0 3.252098,1 8.552002,2 0.313724,3 81.66537}
{0 3.252098,1 8.552002,2 0.313724,3 81.66537}
{0 8.420006,1 22.723,2 0.510839,3 159.4745}
{0 3.2612,1 12.612,2 -0.356975,3 79.40215}
{0 2.016205,1 26.729,2 0.436218,3 160.911}
{0 0.079498,1 42.1959,2 0.343567,3 17.99588}
{0 0.079498,1 42.1959,2 0.343567,3 17.99588}
{0 2.792999,1 4.661011,2 0.209493,3 98.54063}
{0 0.112,1 56.304,2 -0.272213,3 39.39758}
{0 0.718994,1 43.61998,2 -0.150871,3 53.07027}
{0 1.712997,1 20.35001,2 0.423385,3 67.24834}
{0 2.915001,1 49.01201,2 -0.107104,3 72.39552}
{0 0.377502,1 13.2711,2 0.109942,3 41.39986}
{0 1.014,1 31.83299,2 0.156883,3 53.17189}
{0 16.3638,1 25.9408,2 -0.162614,3 130.7366}
{0 1.743702,1 12.4385,2 0.143133,3 67.33074}
{0 1.383499,1 26.6763,2 -0.3306,3 41.68002}
{0 17.38,1 26.50999,2 0.395875,3 52.13642}
{0 17.38,1 26.50999,2 0.395875,3 52.13642}
{0 4.727203,1 29.7755,2 0.261055,3 92.71778}
{0 1.180099,1 20.003,2 0.339725,3 81.78622}
{0 1.1208,1 116.5322,2 0.399209,3 58.14328}
{0 0.445702,1 27.2629,2 0.190029,3 56.26734}
{0 1.097099,1 6.6819,2 0.24464,3 129.4951}
{0 0.487,1 60.13701,2 0.32677,3 42.73198}
{0 6.748993,1 14.35599,2 0.264093,3 121.464}
{0 3.581993,1 17.8772,2 0.207028,3 68.81667}
{0 1.231995,1 31.52899,2 0.474318,3 169.0272}
{0 1.613495,1 70.7616,2 0.284144,3 60.95033}
{0 8.184006,1 10.418,2 0.168513,3 109.5848}
{0 0.883003,1 67.438,2 0.12314,3 51.42779}
{0 0.328606,1 16.812,2 0.52824,3 39.97437}
{0 0.328606,1 16.812,2 0.52824,3 39.97437}
{0 1.72699,1 6.679993,2 0.260415,3 79.44061}
{0 15.0471,1 30.8681,2 0.235221,3 85.67269}
{0 1.004799,1 17.5468,2 -0.225331,3 60.88167}
{0 2.266998,1 15.914,2 0.328769,3 94.55253}
{0 0.2304,1 53.9956,2 0.319258,3 18.7512}
{0 13.7342,1 26.284,2 0.462804,3 89.72121}
{0 5.223602,1 34.07661,2 -0.301834,3 148.1364}
{0 3.376205,1 5.998703,2 0.157784,3 75.99084}
{0 3.432297,1 22.9907,2 0.519613,3 87.90295}
{0 0.223007,1 37.505,2 0.444333,3 31.90478}
{0 18.659,1 -7.402298,2 0.353601,3 83.6347}
{0 9.7658,1 26.5026,2 0.206451,3 133.7414}
{0 3.626602,1 5.132599,2 0.16174,3 93.94003}
{0 3.626602,1 5.132599,2 0.16174,3 93.94003}
{0 3.915398,1 26.7221,2 -0.254801,3 135.0542}
{0 0.439503,1 26.8323,2 0.309209,3 44.36347}
{0 0.439503,1 26.8323,2 0.309209,3 44.36347}
{0 4.174988,1 20.923,2 0.125828,3 94.50034}
{0 1.418301,1 39.1437,2 -0.176613,3 60.40101}
{0 17.0962,1 33.0326,2 -0.267911,3 45.09682}
{0 1.364296,1 18.7126,2 0.469735,3 123.274}
{0 1.347,1 24.31599,2 0.344197,3 59.32982}
{0 1.382004,1 20.548,2 -0.212003,3 53.19112}
{0 19.9828,1 16.1338,2 0.312726,3 38.60105}
{0 1.383995,1 14.183,2 -0.264319,3 49.94736}
{0 8.334999,1 18.117,2 0.330834,3 126.4463}
{0 8.334999,1 18.117,2 0.330834,3 126.4463}
{0 1.475006,1 20.325,2 0.173386,3 60.88716}
{0 0.140701,1 27.6655,2 0.338601,3 44.4596}
{0 2.495499,1 36.28699,2 -0.306274,3 88.94667}
{0 1.39299,1 66.39699,2 0.123612,3 58.76402}
{0 1.899101,1 35.1747,2 -0.472523,3 94.55253}
{0 1.574997,1 11.38501,2 0.33772,3 148.2737}
{0 13.70999,1 14.642,2 0.464011,3 102.9462}
{0 0.8927,1 12.9079,2 -0.109487,3 44.93752}
{0 1.203602,1 25.0873,2 0.238306,3 68.10529}
{0 0.404007,1 27.91901,2 0.159844,3 63.34813}
{0 1.578003,1 14.02899,2 0.407668,3 128.5887}
{0 1.578003,1 14.02899,2 0.407668,3 128.5887}
{0 0.141007,1 45.47501,2 -0.435729,3 29.11147}
{0 1.447903,1 111.1118,2 0.163959,3 73.9913}
{0 6.103996,1 20.119,2 0.104575,3 119.0085}
{0 6.537003,1 30.272,2 0.211954,3 121.1728}
{0 0.871002,1 21.956,2 0.212868,3 53.11421}
{0 1.7276,1 23.2091,2 0.149139,3 64.20782}
{0 3.683998,1 14.55399,2 0.40529,3 161.1994}
{0 0.327301,1 10.0371,2 0.196179,3 29.897}
{0 3.808006,1 28.853,2 -0.085548,3 57.62142}
{0 3.808006,1 28.853,2 -0.085548,3 57.62142}
{0 0.078499,1 33.7707,2 0.417217,3 19.76196}
{0 0.078499,1 33.7707,2 0.417217,3 19.76196}
{0 0.950806,1 29.1338,2 0.64635,3 165.6544}
{0 3.125099,1 39.71291,2 0.495746,3 145.9089}
{0 3.125099,1 39.71291,2 0.495746,3 145.9089}
{0 6.214905,1 33.1156,2 0.24778,3 96.48341}
{0 0.776695,1 6.3088,2 -0.284064,3 49.98856}
{0 3.108902,1 30.4731,2 -0.404483,3 124.8615}
{0 15.868,1 47.989,2 0.39589,3 62.62028}
{0 1.899002,1 60.464,2 0.287129,3 109.2497}
{0 0.283005,1 52.55501,2 0.221485,3 43.55322}
{0 21.55901,1 21.229,2 -0.285416,3 43.46258}
{0 21.55901,1 21.229,2 -0.285416,3 43.46258}
{0 0.309799,1 30.111,2 0.219703,3 37.94186}
{0 2.810001,1 24.6503,2 0.20962,3 60.68116}
{0 13.6548,1 19.7567,2 0.550717,3 167.1293}
{0 13.6548,1 19.7567,2 0.550717,3 167.1293}
{0 0.961205,1 7.037903,2 0.504309,3 60.21973}
{0 0.961205,1 7.037903,2 0.504309,3 60.21973}
{0 0.701897,1 20.7745,2 0.509107,3 138.883}
{0 4.509003,1 27.74799,2 -0.283542,3 102.8281}
{0 0.210999,1 10.81,2 -0.240949,3 33.91257}
{0 0.2574,1 25.7185,2 0.369895,3 27.59533}
{0 1.068398,1 18.4025,2 0.428444,3 55.41039}
{0 1.274399,1 12.7853,2 -0.168663,3 60.88441}
{0 0.14299,1 43.73,2 0.221171,3 36.64271}
{0 0.14299,1 43.73,2 0.221171,3 36.64271}
{0 0.606995,1 40.461,2 0.348215,3 48.01099}
{0 0.606995,1 40.461,2 0.348215,3 48.01099}
{0 1.834198,1 32.3669,2 0.30899,3 75.1339}
{0 15.05301,1 27.019,2 0.32315,3 115.1028}
{0 0.398506,1 45.8038,2 -0.175268,3 38.68895}
{0 1.675301,1 15.1716,2 0.419435,3 158.4225}
{0 1.527397,1 28.49619,2 0.349033,3 61.57381}
{0 1.527397,1 28.49619,2 0.349033,3 61.57381}
{0 4.836998,1 14.557,2 0.415601,3 125.4328}
{0 3.150299,1 20.9964,2 0.29946,3 154.0142}
{0 0.357094,1 20.4901,2 0.213501,3 35.22545}
{0 0.442001,1 56.728,2 0.305797,3 141.127}
{0 0.619202,1 15.0229,2 -0.233509,3 43.10826}
{0 0.829502,1 41.7923,2 -0.21975,3 50.44999}
{0 0.996002,1 25.32399,2 0.227338,3 52.97963}
{0 0.115101,1 38.8191,2 -0.152354,3 25.1426}
{0 6.746902,1 21.5773,2 0.239752,3 108.0687}
{0 4.162895,1 11.9812,2 0.233785,3 131.3326}
{0 3.024101,1 12.92191,2 0.513326,3 136.2765}
{0 0.025398,1 19.1865,2 0.192483,3 33.42641}
{0 1.584999,1 16.531,2 -0.079803,3 66.24582}
{0 1.572906,1 8.683907,2 -0.193258,3 123.6558}
{0 5.373093,1 20.8181,2 0.283839,3 138.0179}
{0 0.714996,1 61.631,2 -0.156878,3 47.5523}
{0 6.707001,1 31.81299,2 0.266233,3 130.7366}
{0 4.186104,1 25.6946,2 0.266323,3 36.26917}
{0 13.7618,1 32.812,2 0.367561,3 117.1023}
{0 1.908901,1 20.7966,2 0.442963,3 155.6072}
{0 5.359993,1 33.28999,2 0.230396,3 132.8734}
{0 1.196396,1 14.01479,2 -0.134187,3 70.39597}
{0 3.6493,1 1.4077,2 0.24004,3 128.4047}
{0 0.946602,1 24.2861,2 0.410383,3 108.8652}
{0 16.5944,1 23.08569,2 0.297846,3 65.16914}
{0 0.069099,1 32.117,2 -0.245762,3 23.2639}
{0 0.794998,1 5.903,2 0.457411,3 135.7162}
{0 0.403,1 25.1401,2 -0.427122,3 132.1511}
{0 2.312195,1 31.8933,2 -0.233693,3 70.2449}
{0 2.273003,1 10.503,2 -0.259678,3 115.3939}
{0 2.521599,1 34.4793,2 0.420672,3 169.192}
{0 0.287003,1 35.683,2 0.227241,3 32.2948}
{0 10.121,1 29.247,2 0.204144,3 33.48684}
{0 0.074005,1 21.192,2 0.147369,3 99.85626}
{0 0.4216,1 16.9968,2 -0.186404,3 39.88098}
{0 12.99519,1 17.9712,2 0.338518,3 44.53101}
{0 0.313995,1 71.41699,2 0.235101,3 42.63859}
{0 2.706795,1 25.325,2 -0.295999,3 69.47036}
{0 0.234001,1 21.81,2 -0.264465,3 34.02518}
{0 0.234001,1 21.81,2 -0.264465,3 34.02518}
{0 2.855904,1 21.25481,2 -0.178768,3 106.9563}
{0 1.236198,1 16.7684,2 0.514273,3 147.7656}
{0 1.236198,1 16.7684,2 0.514273,3 147.7656}
{0 1.236198,1 16.7684,2 0.514273,3 147.7656}
{0 1.236198,1 16.7684,2 0.514273,3 147.7656}
{0 5.593704,1 11.157,2 -0.310498,3 146.3978}
